date,country,daily
4/2/21,Japan,18
4/3/21,Japan,7
4/4/21,Japan,12
4/5/21,Japan,19
4/6/21,Japan,22
4/7/21,Japan,35
4/8/21,Japan,25
4/9/21,Japan,14
4/10/21,Japan,27
4/11/21,Japan,17
4/12/21,Japan,24
4/13/21,Japan,29
4/14/21,Japan,49
4/15/21,Japan,35
4/16/21,Japan,46
4/17/21,Japan,41
4/18/21,Japan,17
4/19/21,Japan,19
4/20/21,Japan,53
4/21/21,Japan,55
4/22/21,Japan,41
4/23/21,Japan,56
4/24/21,Japan,56
4/25/21,Japan,49
4/26/21,Japan,29
4/27/21,Japan,63
4/28/21,Japan,21
4/29/21,Japan,108
4/30/21,Japan,39
5/1/21,Japan,82
5/2/21,Japan,61
5/3/21,Japan,49
5/4/21,Japan,50
5/5/21,Japan,60
5/6/21,Japan,65
5/7/21,Japan,146
5/8/21,Japan,84
5/9/21,Japan,64
5/10/21,Japan,71
5/11/21,Japan,114
5/12/21,Japan,103
5/13/21,Japan,101
5/14/21,Japan,81
5/15/21,Japan,94
5/16/21,Japan,47
5/17/21,Japan,116
5/18/21,Japan,216
5/19/21,Japan,97
5/20/21,Japan,106
5/21/21,Japan,113
5/22/21,Japan,84
5/23/21,Japan,62
5/24/21,Japan,86
5/25/21,Japan,106
5/26/21,Japan,116
5/27/21,Japan,118
5/28/21,Japan,95
5/29/21,Japan,91
5/30/21,Japan,49
5/31/21,Japan,80
6/1/21,Japan,101
6/2/21,Japan,113
6/3/21,Japan,111
6/4/21,Japan,86
6/5/21,Japan,64
6/6/21,Japan,50
6/7/21,Japan,75
6/8/21,Japan,99
6/9/21,Japan,96
6/10/21,Japan,71
6/11/21,Japan,64
6/12/21,Japan,55
6/13/21,Japan,32
6/14/21,Japan,60
6/15/21,Japan,67
6/16/21,Japan,80
6/17/21,Japan,47
6/18/21,Japan,48
6/19/21,Japan,28
6/20/21,Japan,20
6/21/21,Japan,35
6/22/21,Japan,43
6/23/21,Japan,58
6/24/21,Japan,42
6/25/21,Japan,31
6/26/21,Japan,29
6/27/21,Japan,10
6/28/21,Japan,38
6/29/21,Japan,30
6/30/21,Japan,41
7/1/21,Japan,24
7/2/21,Japan,25
7/3/21,Japan,9
7/4/21,Japan,5
7/5/21,Japan,19
7/6/21,Japan,22
7/7/21,Japan,14
7/8/21,Japan,17
7/9/21,Japan,20
7/10/21,Japan,11
7/11/21,Japan,6
7/12/21,Japan,3
7/13/21,Japan,18
7/14/21,Japan,20
7/15/21,Japan,22
7/16/21,Japan,11
7/17/21,Japan,14
7/18/21,Japan,3
7/19/21,Japan,13
7/20/21,Japan,20
7/21/21,Japan,20
7/22/21,Japan,6
7/23/21,Japan,7
7/24/21,Japan,9
7/25/21,Japan,4
7/26/21,Japan,12
7/27/21,Japan,12
7/28/21,Japan,78
7/29/21,Japan,14
7/30/21,Japan,9
7/31/21,Japan,9
8/1/21,Japan,5
8/2/21,Japan,11
8/3/21,Japan,10
8/4/21,Japan,14
8/5/21,Japan,8
8/6/21,Japan,18
8/7/21,Japan,15
8/8/21,Japan,8
8/9/21,Japan,13
8/10/21,Japan,19
8/11/21,Japan,9
8/12/21,Japan,35
8/13/21,Japan,25
8/14/21,Japan,17
8/15/21,Japan,10
8/16/21,Japan,27
8/17/21,Japan,47
8/18/21,Japan,30
8/19/21,Japan,26
8/20/21,Japan,39
8/21/21,Japan,33
8/22/21,Japan,24
8/23/21,Japan,32
8/24/21,Japan,42
8/25/21,Japan,45
8/26/21,Japan,52
8/27/21,Japan,57
8/28/21,Japan,42
8/29/21,Japan,50
8/30/21,Japan,47
8/31/21,Japan,64
9/1/21,Japan,71
9/2/21,Japan,65
9/3/21,Japan,63
9/4/21,Japan,60
9/5/21,Japan,30
9/6/21,Japan,40
9/7/21,Japan,62
9/8/21,Japan,90
9/9/21,Japan,88
9/10/21,Japan,68
9/11/21,Japan,56
9/12/21,Japan,41
9/13/21,Japan,50
9/14/21,Japan,55
9/15/21,Japan,74
9/16/21,Japan,58
9/17/21,Japan,69
9/18/21,Japan,63
9/19/21,Japan,41
9/20/21,Japan,23
9/21/21,Japan,47
9/22/21,Japan,54
9/23/21,Japan,49
9/24/21,Japan,45
9/25/21,Japan,33
9/26/21,Japan,21
9/27/21,Japan,28
9/28/21,Japan,50
9/29/21,Japan,48
9/30/21,Japan,42
10/1/21,Japan,34
10/2/21,Japan,32
10/3/21,Japan,17
10/4/21,Japan,24
10/5/21,Japan,36
10/6/21,Japan,26
10/7/21,Japan,39
10/8/21,Japan,46
10/9/21,Japan,27
10/10/21,Japan,7
10/11/21,Japan,20
10/12/21,Japan,27
1/22/20,Portugal,0
1/23/20,Portugal,0
1/24/20,Portugal,0
1/25/20,Portugal,0
1/26/20,Portugal,0
1/27/20,Portugal,0
1/28/20,Portugal,0
1/29/20,Portugal,0
1/30/20,Portugal,0
1/31/20,Portugal,0
2/1/20,Portugal,0
2/2/20,Portugal,0
2/3/20,Portugal,0
2/4/20,Portugal,0
2/5/20,Portugal,0
2/6/20,Portugal,0
2/7/20,Portugal,0
2/8/20,Portugal,0
2/9/20,Portugal,0
2/10/20,Portugal,0
2/11/20,Portugal,0
2/12/20,Portugal,0
2/13/20,Portugal,0
2/14/20,Portugal,0
2/15/20,Portugal,0
2/16/20,Portugal,0
2/17/20,Portugal,0
2/18/20,Portugal,0
2/19/20,Portugal,0
2/20/20,Portugal,0
2/21/20,Portugal,0
2/22/20,Portugal,0
2/23/20,Portugal,0
2/24/20,Portugal,0
2/25/20,Portugal,0
2/26/20,Portugal,0
2/27/20,Portugal,0
2/28/20,Portugal,0
2/29/20,Portugal,0
3/1/20,Portugal,0
3/2/20,Portugal,0
3/3/20,Portugal,0
3/4/20,Portugal,0
3/5/20,Portugal,0
3/6/20,Portugal,0
3/7/20,Portugal,0
3/8/20,Portugal,0
3/9/20,Portugal,0
3/10/20,Portugal,0
3/11/20,Portugal,0
3/12/20,Portugal,0
3/13/20,Portugal,0
3/14/20,Portugal,0
3/15/20,Portugal,0
3/16/20,Portugal,0
3/17/20,Portugal,1
3/18/20,Portugal,1
3/19/20,Portugal,1
3/20/20,Portugal,3
3/21/20,Portugal,6
3/22/20,Portugal,2
3/23/20,Portugal,9
3/24/20,Portugal,10
3/25/20,Portugal,10
3/26/20,Portugal,17
3/27/20,Portugal,16
3/28/20,Portugal,24
3/29/20,Portugal,19
3/30/20,Portugal,21
3/31/20,Portugal,20
4/1/20,Portugal,27
4/2/20,Portugal,22
4/3/20,Portugal,37
4/4/20,Portugal,20
4/5/20,Portugal,29
4/6/20,Portugal,16
4/7/20,Portugal,34
4/8/20,Portugal,35
4/9/20,Portugal,29
4/10/20,Portugal,26
4/11/20,Portugal,35
4/12/20,Portugal,34
4/13/20,Portugal,31
4/14/20,Portugal,32
4/15/20,Portugal,32
4/16/20,Portugal,30
4/17/20,Portugal,28
4/18/20,Portugal,30
4/19/20,Portugal,27
4/20/20,Portugal,21
4/21/20,Portugal,27
4/22/20,Portugal,23
4/23/20,Portugal,35
4/24/20,Portugal,34
4/25/20,Portugal,26
4/26/20,Portugal,23
4/27/20,Portugal,25
4/28/20,Portugal,20
4/29/20,Portugal,25
4/30/20,Portugal,16
5/1/20,Portugal,18
5/2/20,Portugal,16
5/3/20,Portugal,20
5/4/20,Portugal,20
5/5/20,Portugal,11
5/6/20,Portugal,15
5/7/20,Portugal,16
5/8/20,Portugal,9
5/9/20,Portugal,12
5/10/20,Portugal,9
5/11/20,Portugal,9
5/12/20,Portugal,19
5/13/20,Portugal,12
5/14/20,Portugal,9
5/15/20,Portugal,6
5/16/20,Portugal,13
5/17/20,Portugal,15
5/18/20,Portugal,13
5/19/20,Portugal,16
5/20/20,Portugal,16
5/21/20,Portugal,14
5/22/20,Portugal,12
5/23/20,Portugal,13
5/24/20,Portugal,14
5/25/20,Portugal,14
5/26/20,Portugal,12
5/27/20,Portugal,14
5/28/20,Portugal,13
5/29/20,Portugal,14
5/30/20,Portugal,13
5/31/20,Portugal,14
6/1/20,Portugal,14
6/2/20,Portugal,12
6/3/20,Portugal,11
6/4/20,Portugal,8
6/5/20,Portugal,10
6/6/20,Portugal,9
6/7/20,Portugal,5
6/8/20,Portugal,6
6/9/20,Portugal,7
6/10/20,Portugal,5
6/11/20,Portugal,7
6/12/20,Portugal,1
6/13/20,Portugal,7
6/14/20,Portugal,5
6/15/20,Portugal,3
6/16/20,Portugal,2
6/17/20,Portugal,1
6/18/20,Portugal,1
6/19/20,Portugal,3
6/20/20,Portugal,1
6/21/20,Portugal,2
6/22/20,Portugal,4
6/23/20,Portugal,6
6/24/20,Portugal,3
6/25/20,Portugal,6
6/26/20,Portugal,6
6/27/20,Portugal,6
6/28/20,Portugal,3
6/29/20,Portugal,4
6/30/20,Portugal,8
7/1/20,Portugal,3
7/2/20,Portugal,8
7/3/20,Portugal,11
7/4/20,Portugal,7
7/5/20,Portugal,9
7/6/20,Portugal,6
7/7/20,Portugal,9
7/8/20,Portugal,2
7/9/20,Portugal,13
7/10/20,Portugal,2
7/11/20,Portugal,8
7/12/20,Portugal,6
7/13/20,Portugal,2
7/14/20,Portugal,6
7/15/20,Portugal,8
7/16/20,Portugal,3
7/17/20,Portugal,3
7/18/20,Portugal,2
7/19/20,Portugal,5
7/20/20,Portugal,2
7/21/20,Portugal,6
7/22/20,Portugal,5
7/23/20,Portugal,3
7/24/20,Portugal,7
7/25/20,Portugal,4
7/26/20,Portugal,1
7/27/20,Portugal,2
7/28/20,Portugal,3
7/29/20,Portugal,3
7/30/20,Portugal,2
7/31/20,Portugal,8
8/1/20,Portugal,2
8/2/20,Portugal,1
8/3/20,Portugal,0
8/4/20,Portugal,1
8/5/20,Portugal,1
8/6/20,Portugal,3
8/7/20,Portugal,3
8/8/20,Portugal,4
8/9/20,Portugal,6
8/10/20,Portugal,3
8/11/20,Portugal,2
8/12/20,Portugal,3
8/13/20,Portugal,6
8/14/20,Portugal,2
8/15/20,Portugal,3
8/16/20,Portugal,3
8/17/20,Portugal,1
8/18/20,Portugal,5
8/19/20,Portugal,2
8/20/20,Portugal,2
8/21/20,Portugal,4
8/22/20,Portugal,2
8/23/20,Portugal,2
8/24/20,Portugal,5
8/25/20,Portugal,4
8/26/20,Portugal,2
8/27/20,Portugal,2
8/28/20,Portugal,6
8/29/20,Portugal,3
8/30/20,Portugal,1
8/31/20,Portugal,3
9/1/20,Portugal,2
9/2/20,Portugal,3
9/3/20,Portugal,2
9/4/20,Portugal,4
9/5/20,Portugal,5
9/6/20,Portugal,2
9/7/20,Portugal,3
9/8/20,Portugal,3
9/9/20,Portugal,3
9/10/20,Portugal,3
9/11/20,Portugal,3
9/12/20,Portugal,5
9/13/20,Portugal,7
9/14/20,Portugal,4
9/15/20,Portugal,4
9/16/20,Portugal,3
9/17/20,Portugal,10
9/18/20,Portugal,6
9/19/20,Portugal,5
9/20/20,Portugal,13
9/21/20,Portugal,8
9/22/20,Portugal,5
9/23/20,Portugal,3
9/24/20,Portugal,3
9/25/20,Portugal,5
9/26/20,Portugal,8
9/27/20,Portugal,9
9/28/20,Portugal,4
9/29/20,Portugal,6
9/30/20,Portugal,8
10/1/20,Portugal,6
10/2/20,Portugal,6
10/3/20,Portugal,12
10/4/20,Portugal,10
10/5/20,Portugal,13
10/6/20,Portugal,14
10/7/20,Portugal,8
10/8/20,Portugal,10
10/9/20,Portugal,12
10/10/20,Portugal,5
10/11/20,Portugal,13
10/12/20,Portugal,14
10/13/20,Portugal,16
10/14/20,Portugal,7
10/15/20,Portugal,11
10/16/20,Portugal,21
10/17/20,Portugal,13
10/18/20,Portugal,19
10/19/20,Portugal,17
10/20/20,Portugal,15
10/21/20,Portugal,16
10/22/20,Portugal,16
10/23/20,Portugal,31
10/24/20,Portugal,21
10/25/20,Portugal,19
10/26/20,Portugal,27
10/27/20,Portugal,28
10/28/20,Portugal,24
10/29/20,Portugal,33
10/30/20,Portugal,40
10/31/20,Portugal,39
11/1/20,Portugal,37
11/2/20,Portugal,46
11/3/20,Portugal,45
11/4/20,Portugal,59
11/5/20,Portugal,46
11/6/20,Portugal,52
11/7/20,Portugal,56
11/8/20,Portugal,48
11/9/20,Portugal,63
11/10/20,Portugal,62
11/11/20,Portugal,82
11/12/20,Portugal,78
11/13/20,Portugal,69
11/14/20,Portugal,55
11/15/20,Portugal,76
11/16/20,Portugal,91
11/17/20,Portugal,81
11/18/20,Portugal,79
11/19/20,Portugal,69
11/20/20,Portugal,61
11/21/20,Portugal,62
11/22/20,Portugal,73
11/23/20,Portugal,74
11/24/20,Portugal,85
11/25/20,Portugal,71
11/26/20,Portugal,82
11/27/20,Portugal,67
11/28/20,Portugal,87
11/29/20,Portugal,64
11/30/20,Portugal,78
12/1/20,Portugal,72
12/2/20,Portugal,68
12/3/20,Portugal,79
12/4/20,Portugal,79
12/5/20,Portugal,73
12/6/20,Portugal,87
12/7/20,Portugal,78
12/8/20,Portugal,81
12/9/20,Portugal,70
12/10/20,Portugal,86
12/11/20,Portugal,95
12/12/20,Portugal,88
12/13/20,Portugal,98
12/14/20,Portugal,90
12/15/20,Portugal,84
12/16/20,Portugal,82
12/17/20,Portugal,87
12/18/20,Portugal,75
12/19/20,Portugal,86
12/20/20,Portugal,71
12/21/20,Portugal,57
12/22/20,Portugal,63
12/23/20,Portugal,89
12/24/20,Portugal,70
12/25/20,Portugal,65
12/26/20,Portugal,78
12/27/20,Portugal,63
12/28/20,Portugal,58
12/29/20,Portugal,74
12/30/20,Portugal,79
12/31/20,Portugal,76
1/1/21,Portugal,66
1/2/21,Portugal,73
1/3/21,Portugal,73
1/4/21,Portugal,78
1/5/21,Portugal,90
1/6/21,Portugal,91
1/7/21,Portugal,95
1/8/21,Portugal,118
1/9/21,Portugal,111
1/10/21,Portugal,102
1/11/21,Portugal,122
1/12/21,Portugal,155
1/13/21,Portugal,156
1/14/21,Portugal,148
1/15/21,Portugal,159
1/16/21,Portugal,166
1/17/21,Portugal,152
1/18/21,Portugal,167
1/19/21,Portugal,218
1/20/21,Portugal,219
1/21/21,Portugal,221
1/22/21,Portugal,234
1/23/21,Portugal,274
1/24/21,Portugal,275
1/25/21,Portugal,252
1/26/21,Portugal,291
1/27/21,Portugal,293
1/28/21,Portugal,303
1/29/21,Portugal,278
1/30/21,Portugal,293
1/31/21,Portugal,303
2/1/21,Portugal,275
2/2/21,Portugal,260
2/3/21,Portugal,240
2/4/21,Portugal,225
2/5/21,Portugal,258
2/6/21,Portugal,214
2/7/21,Portugal,204
2/8/21,Portugal,196
2/9/21,Portugal,203
2/10/21,Portugal,161
2/11/21,Portugal,167
2/12/21,Portugal,149
2/13/21,Portugal,149
2/14/21,Portugal,138
2/15/21,Portugal,90
2/16/21,Portugal,111
2/17/21,Portugal,127
2/18/21,Portugal,105
2/19/21,Portugal,67
2/20/21,Portugal,76
2/21/21,Portugal,65
2/22/21,Portugal,61
2/23/21,Portugal,63
2/24/21,Portugal,50
2/25/21,Portugal,49
2/26/21,Portugal,58
2/27/21,Portugal,33
2/28/21,Portugal,41
3/1/21,Portugal,34
3/2/21,Portugal,38
3/3/21,Portugal,41
3/4/21,Portugal,28
3/5/21,Portugal,28
3/6/21,Portugal,26
3/7/21,Portugal,28
3/8/21,Portugal,25
3/9/21,Portugal,30
3/10/21,Portugal,22
3/11/21,Portugal,18
3/12/21,Portugal,15
3/13/21,Portugal,19
3/14/21,Portugal,15
3/15/21,Portugal,10
3/16/21,Portugal,13
3/17/21,Portugal,15
3/18/21,Portugal,21
3/19/21,Portugal,11
3/20/21,Portugal,8
3/21/21,Portugal,6
3/22/21,Portugal,16
3/23/21,Portugal,10
3/24/21,Portugal,11
3/25/21,Portugal,9
3/26/21,Portugal,5
3/27/21,Portugal,8
3/28/21,Portugal,10
3/29/21,Portugal,6
3/30/21,Portugal,2
3/31/21,Portugal,3
4/1/21,Portugal,11
4/2/21,Portugal,9
4/3/21,Portugal,7
4/4/21,Portugal,4
4/5/21,Portugal,6
4/6/21,Portugal,2
4/7/21,Portugal,3
4/8/21,Portugal,9
4/9/21,Portugal,5
4/10/21,Portugal,6
4/11/21,Portugal,6
4/12/21,Portugal,2
4/13/21,Portugal,5
4/14/21,Portugal,8
4/15/21,Portugal,2
4/16/21,Portugal,4
4/17/21,Portugal,5
4/18/21,Portugal,3
4/19/21,Portugal,1
4/20/21,Portugal,5
4/21/21,Portugal,1
4/22/21,Portugal,4
4/23/21,Portugal,1
4/24/21,Portugal,2
4/25/21,Portugal,6
4/26/21,Portugal,0
4/27/21,Portugal,5
4/28/21,Portugal,3
4/29/21,Portugal,1
4/30/21,Portugal,0
5/1/21,Portugal,2
5/2/21,Portugal,1
5/3/21,Portugal,0
5/4/21,Portugal,4
5/5/21,Portugal,2
5/6/21,Portugal,5
5/7/21,Portugal,1
5/8/21,Portugal,2
5/9/21,Portugal,1
5/10/21,Portugal,1
5/11/21,Portugal,1
5/12/21,Portugal,4
5/13/21,Portugal,1
5/14/21,Portugal,0
5/15/21,Portugal,7
5/16/21,Portugal,1
5/17/21,Portugal,2
5/18/21,Portugal,2
5/19/21,Portugal,2
5/20/21,Portugal,1
5/21/21,Portugal,3
5/22/21,Portugal,0
5/23/21,Portugal,0
5/24/21,Portugal,1
5/25/21,Portugal,3
5/26/21,Portugal,1
5/27/21,Portugal,0
5/28/21,Portugal,1
5/29/21,Portugal,0
5/30/21,Portugal,0
5/31/21,Portugal,2
6/1/21,Portugal,0
6/2/21,Portugal,1
6/3/21,Portugal,3
6/4/21,Portugal,0
6/5/21,Portugal,3
6/6/21,Portugal,2
6/7/21,Portugal,2
6/8/21,Portugal,1
6/9/21,Portugal,0
6/10/21,Portugal,6
6/11/21,Portugal,1
6/12/21,Portugal,1
6/13/21,Portugal,2
6/14/21,Portugal,0
6/15/21,Portugal,2
6/16/21,Portugal,6
6/17/21,Portugal,2
6/18/21,Portugal,4
6/19/21,Portugal,1
6/20/21,Portugal,3
6/21/21,Portugal,3
6/22/21,Portugal,6
6/23/21,Portugal,3
6/24/21,Portugal,2
6/25/21,Portugal,2
6/26/21,Portugal,2
6/27/21,Portugal,1
6/28/21,Portugal,2
6/29/21,Portugal,6
6/30/21,Portugal,4
7/1/21,Portugal,5
7/2/21,Portugal,7
7/3/21,Portugal,4
7/4/21,Portugal,0
7/5/21,Portugal,5
7/6/21,Portugal,1
7/7/21,Portugal,8
7/8/21,Portugal,9
7/9/21,Portugal,7
7/10/21,Portugal,6
7/11/21,Portugal,8
7/12/21,Portugal,8
7/13/21,Portugal,9
7/14/21,Portugal,9
7/15/21,Portugal,5
7/16/21,Portugal,7
7/17/21,Portugal,5
7/18/21,Portugal,8
7/19/21,Portugal,8
7/20/21,Portugal,4
7/21/21,Portugal,13
7/22/21,Portugal,16
7/23/21,Portugal,16
7/24/21,Portugal,20
7/25/21,Portugal,8
7/26/21,Portugal,9
7/27/21,Portugal,6
7/28/21,Portugal,13
7/29/21,Portugal,10
7/30/21,Portugal,14
7/31/21,Portugal,17
8/1/21,Portugal,8
8/2/21,Portugal,9
8/3/21,Portugal,19
8/4/21,Portugal,15
8/5/21,Portugal,10
8/6/21,Portugal,18
8/7/21,Portugal,17
8/8/21,Portugal,10
8/9/21,Portugal,18
8/10/21,Portugal,17
8/11/21,Portugal,12
8/12/21,Portugal,11
8/13/21,Portugal,12
8/14/21,Portugal,12
8/15/21,Portugal,13
8/16/21,Portugal,11
8/17/21,Portugal,11
8/18/21,Portugal,17
8/19/21,Portugal,12
8/20/21,Portugal,9
8/21/21,Portugal,8
8/22/21,Portugal,9
8/23/21,Portugal,6
8/24/21,Portugal,13
8/25/21,Portugal,16
8/26/21,Portugal,15
8/27/21,Portugal,14
8/28/21,Portugal,8
8/29/21,Portugal,10
8/30/21,Portugal,9
8/31/21,Portugal,13
9/1/21,Portugal,14
9/2/21,Portugal,9
9/3/21,Portugal,6
9/4/21,Portugal,13
9/5/21,Portugal,13
9/6/21,Portugal,12
9/7/21,Portugal,6
9/8/21,Portugal,10
9/9/21,Portugal,10
9/10/21,Portugal,7
9/11/21,Portugal,10
9/12/21,Portugal,8
9/13/21,Portugal,5
9/14/21,Portugal,6
9/15/21,Portugal,10
9/16/21,Portugal,6
9/17/21,Portugal,7
9/18/21,Portugal,7
9/19/21,Portugal,5
9/20/21,Portugal,7
9/21/21,Portugal,11
9/22/21,Portugal,8
9/23/21,Portugal,5
9/24/21,Portugal,9
9/25/21,Portugal,5
9/26/21,Portugal,2
9/27/21,Portugal,1
9/28/21,Portugal,7
9/29/21,Portugal,6
9/30/21,Portugal,7
10/1/21,Portugal,4
10/2/21,Portugal,7
10/3/21,Portugal,7
10/4/21,Portugal,7
10/5/21,Portugal,4
10/6/21,Portugal,4
10/7/21,Portugal,11
10/8/21,Portugal,8
10/9/21,Portugal,7
10/10/21,Portugal,7
10/11/21,Portugal,7
10/12/21,Portugal,8
1/22/20,Spain,0
1/23/20,Spain,0
1/24/20,Spain,0
1/25/20,Spain,0
1/26/20,Spain,0
1/27/20,Spain,0
1/28/20,Spain,0
1/29/20,Spain,0
1/30/20,Spain,0
1/31/20,Spain,0
2/1/20,Spain,0
2/2/20,Spain,0
2/3/20,Spain,0
2/4/20,Spain,0
2/5/20,Spain,0
2/6/20,Spain,0
2/7/20,Spain,0
2/8/20,Spain,0
2/9/20,Spain,0
2/10/20,Spain,0
2/11/20,Spain,0
2/12/20,Spain,0
2/13/20,Spain,0
2/14/20,Spain,0
2/15/20,Spain,0
2/16/20,Spain,0
2/17/20,Spain,0
2/18/20,Spain,0
2/19/20,Spain,0
2/20/20,Spain,0
2/21/20,Spain,0
2/22/20,Spain,0
2/23/20,Spain,0
2/24/20,Spain,0
2/25/20,Spain,0
2/26/20,Spain,0
2/27/20,Spain,0
2/28/20,Spain,0
2/29/20,Spain,0
3/1/20,Spain,0
3/2/20,Spain,0
3/3/20,Spain,1
3/4/20,Spain,1
3/5/20,Spain,1
3/6/20,Spain,2
3/7/20,Spain,5
3/8/20,Spain,7
3/9/20,Spain,11
3/10/20,Spain,7
3/11/20,Spain,19
3/12/20,Spain,1
3/13/20,Spain,78
3/14/20,Spain,62
3/15/20,Spain,94
3/16/20,Spain,53
3/17/20,Spain,191
3/18/20,Spain,90
3/19/20,Spain,207
3/20/20,Spain,213
3/21/20,Spain,332
3/22/20,Spain,397
3/23/20,Spain,539
3/24/20,Spain,497
3/25/20,Spain,839
3/26/20,Spain,718
3/27/20,Spain,773
3/28/20,Spain,844
3/29/20,Spain,821
3/30/20,Spain,913
3/31/20,Spain,748
4/1/20,Spain,923
4/2/20,Spain,961
4/3/20,Spain,850
4/4/20,Spain,749
4/5/20,Spain,694
4/6/20,Spain,700
4/7/20,Spain,704
4/8/20,Spain,747
4/9/20,Spain,655
4/10/20,Spain,634
4/11/20,Spain,525
4/12/20,Spain,603
4/13/20,Spain,547
4/14/20,Spain,300
4/15/20,Spain,652
4/16/20,Spain,607
4/17/20,Spain,687
4/18/20,Spain,41
4/19/20,Spain,410
4/20/20,Spain,399
4/21/20,Spain,430
4/22/20,Spain,435
4/23/20,Spain,440
4/24/20,Spain,367
4/25/20,Spain,378
4/26/20,Spain,288
4/27/20,Spain,331
4/28/20,Spain,301
4/29/20,Spain,453
4/30/20,Spain,268
5/1/20,Spain,0
5/2/20,Spain,557
5/3/20,Spain,164
5/4/20,Spain,164
5/5/20,Spain,185
5/6/20,Spain,244
5/7/20,Spain,213
5/8/20,Spain,229
5/9/20,Spain,179
5/10/20,Spain,143
5/11/20,Spain,123
5/12/20,Spain,176
5/13/20,Spain,184
5/14/20,Spain,217
5/15/20,Spain,138
5/16/20,Spain,104
5/17/20,Spain,0
5/18/20,Spain,146
5/19/20,Spain,69
5/20/20,Spain,110
5/21/20,Spain,52
5/22/20,Spain,688
5/23/20,Spain,50
5/24/20,Spain,74
5/25/20,Spain,-1918
5/26/20,Spain,283
5/27/20,Spain,0
5/28/20,Spain,2
5/29/20,Spain,2
5/30/20,Spain,4
5/31/20,Spain,2
6/1/20,Spain,0
6/2/20,Spain,0
6/3/20,Spain,1
6/4/20,Spain,5
6/5/20,Spain,1
6/6/20,Spain,1
6/7/20,Spain,1
6/8/20,Spain,0
6/9/20,Spain,0
6/10/20,Spain,0
6/11/20,Spain,0
6/12/20,Spain,0
6/13/20,Spain,0
6/14/20,Spain,0
6/15/20,Spain,0
6/16/20,Spain,0
6/17/20,Spain,0
6/18/20,Spain,0
6/19/20,Spain,1179
6/20/20,Spain,7
6/21/20,Spain,1
6/22/20,Spain,1
6/23/20,Spain,1
6/24/20,Spain,2
6/25/20,Spain,3
6/26/20,Spain,8
6/27/20,Spain,3
6/28/20,Spain,2
6/29/20,Spain,3
6/30/20,Spain,9
7/1/20,Spain,9
7/2/20,Spain,4
7/3/20,Spain,17
7/4/20,Spain,0
7/5/20,Spain,0
7/6/20,Spain,3
7/7/20,Spain,4
7/8/20,Spain,4
7/9/20,Spain,5
7/10/20,Spain,2
7/11/20,Spain,0
7/12/20,Spain,0
7/13/20,Spain,3
7/14/20,Spain,3
7/15/20,Spain,4
7/16/20,Spain,3
7/17/20,Spain,4
7/18/20,Spain,0
7/19/20,Spain,0
7/20/20,Spain,2
7/21/20,Spain,2
7/22/20,Spain,2
7/23/20,Spain,3
7/24/20,Spain,3
7/25/20,Spain,0
7/26/20,Spain,0
7/27/20,Spain,2
7/28/20,Spain,2
7/29/20,Spain,5
7/30/20,Spain,2
7/31/20,Spain,2
8/1/20,Spain,0
8/2/20,Spain,0
8/3/20,Spain,27
8/4/20,Spain,26
8/5/20,Spain,1
8/6/20,Spain,1
8/7/20,Spain,3
8/8/20,Spain,0
8/9/20,Spain,0
8/10/20,Spain,73
8/11/20,Spain,5
8/12/20,Spain,-2
8/13/20,Spain,26
8/14/20,Spain,12
8/15/20,Spain,0
8/16/20,Spain,0
8/17/20,Spain,29
8/18/20,Spain,24
8/19/20,Spain,127
8/20/20,Spain,16
8/21/20,Spain,25
8/22/20,Spain,0
8/23/20,Spain,0
8/24/20,Spain,34
8/25/20,Spain,52
8/26/20,Spain,47
8/27/20,Spain,25
8/28/20,Spain,15
8/29/20,Spain,0
8/30/20,Spain,0
8/31/20,Spain,83
9/1/20,Spain,58
9/2/20,Spain,42
9/3/20,Spain,40
9/4/20,Spain,184
9/5/20,Spain,0
9/6/20,Spain,0
9/7/20,Spain,98
9/8/20,Spain,78
9/9/20,Spain,34
9/10/20,Spain,71
9/11/20,Spain,48
9/12/20,Spain,0
9/13/20,Spain,0
9/14/20,Spain,101
9/15/20,Spain,156
9/16/20,Spain,239
9/17/20,Spain,162
9/18/20,Spain,90
9/19/20,Spain,0
9/20/20,Spain,0
9/21/20,Spain,168
9/22/20,Spain,241
9/23/20,Spain,130
9/24/20,Spain,84
9/25/20,Spain,114
9/26/20,Spain,0
9/27/20,Spain,0
9/28/20,Spain,179
9/29/20,Spain,0
9/30/20,Spain,380
10/1/20,Spain,182
10/2/20,Spain,113
10/3/20,Spain,0
10/4/20,Spain,0
10/5/20,Spain,139
10/6/20,Spain,261
10/7/20,Spain,76
10/8/20,Spain,126
10/9/20,Spain,241
10/10/20,Spain,0
10/11/20,Spain,0
10/12/20,Spain,195
10/13/20,Spain,80
10/14/20,Spain,209
10/15/20,Spain,140
10/16/20,Spain,222
10/17/20,Spain,0
10/18/20,Spain,0
10/19/20,Spain,217
10/20/20,Spain,218
10/21/20,Spain,156
10/22/20,Spain,155
10/23/20,Spain,231
10/24/20,Spain,0
10/25/20,Spain,0
10/26/20,Spain,279
10/27/20,Spain,267
10/28/20,Spain,168
10/29/20,Spain,173
10/30/20,Spain,239
10/31/20,Spain,0
11/1/20,Spain,0
11/2/20,Spain,379
11/3/20,Spain,238
11/4/20,Spain,1623
11/5/20,Spain,368
