date,country,daily case
4/3/21,China,22
4/4/21,China,40
4/5/21,China,40
4/6/21,China,19
4/7/21,China,33
4/8/21,China,31
4/9/21,China,28
4/10/21,China,15
4/11/21,China,29
4/12/21,China,22
4/13/21,China,25
4/14/21,China,15
4/15/21,China,17
4/16/21,China,32
4/17/21,China,34
4/18/21,China,41
4/19/21,China,22
4/20/21,China,29
4/21/21,China,7
4/22/21,China,33
4/23/21,China,18
4/24/21,China,16
4/25/21,China,17
4/26/21,China,15
4/27/21,China,20
4/28/21,China,27
4/29/21,China,28
4/30/21,China,20
5/1/21,China,23
5/2/21,China,13
5/3/21,China,19
5/4/21,China,11
5/5/21,China,11
5/6/21,China,15
5/7/21,China,10
5/8/21,China,17
5/9/21,China,12
5/10/21,China,18
5/11/21,China,17
5/12/21,China,11
5/13/21,China,10
5/14/21,China,15
5/15/21,China,21
5/16/21,China,29
5/17/21,China,23
5/18/21,China,15
5/19/21,China,13
5/20/21,China,25
5/21/21,China,11
5/22/21,China,20
5/23/21,China,20
5/24/21,China,17
5/25/21,China,15
5/26/21,China,20
5/27/21,China,7
5/28/21,China,16
5/29/21,China,12
5/30/21,China,27
5/31/21,China,27
6/1/21,China,31
6/2/21,China,24
6/3/21,China,25
6/4/21,China,25
6/5/21,China,31
6/6/21,China,26
6/7/21,China,40
6/8/21,China,19
6/9/21,China,26
6/10/21,China,24
6/11/21,China,35
6/12/21,China,37
6/13/21,China,23
6/14/21,China,21
6/15/21,China,23
6/16/21,China,20
6/17/21,China,23
6/18/21,China,34
6/19/21,China,24
6/20/21,China,18
6/21/21,China,28
6/22/21,China,31
6/23/21,China,18
6/24/21,China,31
6/25/21,China,29
6/26/21,China,16
6/27/21,China,28
6/28/21,China,21
6/29/21,China,10
6/30/21,China,14
7/1/21,China,22
7/2/21,China,34
7/3/21,China,16
7/4/21,China,25
7/5/21,China,24
7/6/21,China,58
7/7/21,China,18
7/8/21,China,26
7/9/21,China,27
7/10/21,China,1
7/11/21,China,52
7/12/21,China,29
7/13/21,China,25
7/14/21,China,31
7/15/21,China,36
7/16/21,China,31
7/17/21,China,33
7/18/21,China,33
7/19/21,China,65
7/20/21,China,7
7/21/21,China,78
7/22/21,China,49
7/23/21,China,74
7/24/21,China,-1
7/25/21,China,80
7/26/21,China,71
7/27/21,China,87
7/28/21,China,50
7/29/21,China,68
7/30/21,China,55
7/31/21,China,77
8/1/21,China,99
8/2/21,China,93
8/3/21,China,104
8/4/21,China,87
8/5/21,China,130
8/6/21,China,109
8/7/21,China,103
8/8/21,China,127
8/9/21,China,145
8/10/21,China,115
8/11/21,China,82
8/12/21,China,104
8/13/21,China,71
8/14/21,China,55
8/15/21,China,52
8/16/21,China,45
8/17/21,China,31
8/18/21,China,49
8/19/21,China,38
8/20/21,China,22
8/21/21,China,35
8/22/21,China,26
8/23/21,China,40
8/24/21,China,27
8/25/21,China,31
8/26/21,China,35
8/27/21,China,38
8/28/21,China,39
8/29/21,China,30
8/30/21,China,40
8/31/21,China,21
9/1/21,China,29
9/2/21,China,28
9/3/21,China,27
9/4/21,China,29
9/5/21,China,26
9/6/21,China,38
9/7/21,China,25
9/8/21,China,30
9/9/21,China,19
9/10/21,China,30
9/11/21,China,50
9/12/21,China,52
9/13/21,China,93
9/14/21,China,75
9/15/21,China,81
9/16/21,China,84
9/17/21,China,49
9/18/21,China,71
9/19/21,China,52
9/20/21,China,77
9/21/21,China,42
9/22/21,China,44
9/23/21,China,56
9/24/21,China,47
9/25/21,China,39
9/26/21,China,43
9/27/21,China,35
9/28/21,China,42
9/29/21,China,27
9/30/21,China,37
10/1/21,China,45
10/2/21,China,33
10/3/21,China,27
10/4/21,China,33
10/5/21,China,34
10/6/21,China,32
10/7/21,China,29
10/8/21,China,21
10/9/21,China,32
10/10/21,China,25
10/11/21,China,19
10/12/21,China,26
1/22/20,Ireland,0
1/23/20,Ireland,0
1/24/20,Ireland,0
1/25/20,Ireland,0
1/26/20,Ireland,0
1/27/20,Ireland,0
1/28/20,Ireland,0
1/29/20,Ireland,0
1/30/20,Ireland,0
1/31/20,Ireland,0
2/1/20,Ireland,0
2/2/20,Ireland,0
2/3/20,Ireland,0
2/4/20,Ireland,0
2/5/20,Ireland,0
2/6/20,Ireland,0
2/7/20,Ireland,0
2/8/20,Ireland,0
2/9/20,Ireland,0
2/10/20,Ireland,0
2/11/20,Ireland,0
2/12/20,Ireland,0
2/13/20,Ireland,0
2/14/20,Ireland,0
2/15/20,Ireland,0
2/16/20,Ireland,0
2/17/20,Ireland,0
2/18/20,Ireland,0
2/19/20,Ireland,0
2/20/20,Ireland,0
2/21/20,Ireland,0
2/22/20,Ireland,0
2/23/20,Ireland,0
2/24/20,Ireland,0
2/25/20,Ireland,0
2/26/20,Ireland,0
2/27/20,Ireland,0
2/28/20,Ireland,0
2/29/20,Ireland,1
3/1/20,Ireland,0
3/2/20,Ireland,0
3/3/20,Ireland,1
3/4/20,Ireland,4
3/5/20,Ireland,0
3/6/20,Ireland,12
3/7/20,Ireland,0
3/8/20,Ireland,1
3/9/20,Ireland,2
3/10/20,Ireland,13
3/11/20,Ireland,9
3/12/20,Ireland,0
3/13/20,Ireland,47
3/14/20,Ireland,39
3/15/20,Ireland,0
3/16/20,Ireland,40
3/17/20,Ireland,54
3/18/20,Ireland,69
3/19/20,Ireland,265
3/20/20,Ireland,126
3/21/20,Ireland,102
3/22/20,Ireland,121
3/23/20,Ireland,219
3/24/20,Ireland,204
3/25/20,Ireland,235
3/26/20,Ireland,255
3/27/20,Ireland,302
3/28/20,Ireland,294
3/29/20,Ireland,200
3/30/20,Ireland,295
3/31/20,Ireland,325
4/1/20,Ireland,212
4/2/20,Ireland,402
4/3/20,Ireland,424
4/4/20,Ireland,331
4/5/20,Ireland,390
4/6/20,Ireland,370
4/7/20,Ireland,345
4/8/20,Ireland,365
4/9/20,Ireland,500
4/10/20,Ireland,1515
4/11/20,Ireland,839
4/12/20,Ireland,727
4/13/20,Ireland,992
4/14/20,Ireland,832
4/15/20,Ireland,1068
4/16/20,Ireland,724
4/17/20,Ireland,709
4/18/20,Ireland,778
4/19/20,Ireland,493
4/20/20,Ireland,401
4/21/20,Ireland,388
4/22/20,Ireland,631
4/23/20,Ireland,936
4/24/20,Ireland,577
4/25/20,Ireland,377
4/26/20,Ireland,701
4/27/20,Ireland,386
4/28/20,Ireland,229
4/29/20,Ireland,376
4/30/20,Ireland,359
5/1/20,Ireland,221
5/2/20,Ireland,343
5/3/20,Ireland,330
5/4/20,Ireland,266
5/5/20,Ireland,211
5/6/20,Ireland,265
5/7/20,Ireland,137
5/8/20,Ireland,156
5/9/20,Ireland,219
5/10/20,Ireland,236
5/11/20,Ireland,139
5/12/20,Ireland,107
5/13/20,Ireland,159
5/14/20,Ireland,426
5/15/20,Ireland,129
5/16/20,Ireland,92
5/17/20,Ireland,64
5/18/20,Ireland,88
5/19/20,Ireland,51
5/20/20,Ireland,64
5/21/20,Ireland,76
5/22/20,Ireland,115
5/23/20,Ireland,76
5/24/20,Ireland,57
5/25/20,Ireland,59
5/26/20,Ireland,37
5/27/20,Ireland,68
5/28/20,Ireland,38
5/29/20,Ireland,35
5/30/20,Ireland,53
5/31/20,Ireland,61
6/1/20,Ireland,72
6/2/20,Ireland,4
6/3/20,Ireland,45
6/4/20,Ireland,31
6/5/20,Ireland,21
6/6/20,Ireland,20
6/7/20,Ireland,18
6/8/20,Ireland,6
6/9/20,Ireland,8
6/10/20,Ireland,16
6/11/20,Ireland,7
6/12/20,Ireland,12
6/13/20,Ireland,45
6/14/20,Ireland,8
6/15/20,Ireland,18
6/16/20,Ireland,13
6/17/20,Ireland,7
6/18/20,Ireland,14
6/19/20,Ireland,13
6/20/20,Ireland,6
6/21/20,Ireland,5
6/22/20,Ireland,4
6/23/20,Ireland,8
6/24/20,Ireland,5
6/25/20,Ireland,9
6/26/20,Ireland,9
6/27/20,Ireland,23
6/28/20,Ireland,2
6/29/20,Ireland,23
6/30/20,Ireland,11
7/1/20,Ireland,4
7/2/20,Ireland,12
7/3/20,Ireland,9
7/4/20,Ireland,11
7/5/20,Ireland,18
7/6/20,Ireland,4
7/7/20,Ireland,7
7/8/20,Ireland,4
7/9/20,Ireland,23
7/10/20,Ireland,24
7/11/20,Ireland,22
7/12/20,Ireland,17
7/13/20,Ireland,10
7/14/20,Ireland,32
7/15/20,Ireland,13
7/16/20,Ireland,15
7/17/20,Ireland,32
7/18/20,Ireland,20
7/19/20,Ireland,10
7/20/20,Ireland,6
7/21/20,Ireland,36
7/22/20,Ireland,17
7/23/20,Ireland,7
7/24/20,Ireland,19
7/25/20,Ireland,24
7/26/20,Ireland,12
7/27/20,Ireland,11
7/28/20,Ireland,37
7/29/20,Ireland,13
7/30/20,Ireland,85
7/31/20,Ireland,38
8/1/20,Ireland,44
8/2/20,Ireland,53
8/3/20,Ireland,46
8/4/20,Ireland,45
8/5/20,Ireland,50
8/6/20,Ireland,69
8/7/20,Ireland,98
8/8/20,Ireland,174
8/9/20,Ireland,68
8/10/20,Ireland,56
8/11/20,Ireland,33
8/12/20,Ireland,37
8/13/20,Ireland,91
8/14/20,Ireland,66
8/15/20,Ireland,196
8/16/20,Ireland,66
8/17/20,Ireland,56
8/18/20,Ireland,186
8/19/20,Ireland,48
8/20/20,Ireland,129
8/21/20,Ireland,79
8/22/20,Ireland,153
8/23/20,Ireland,61
8/24/20,Ireland,147
8/25/20,Ireland,85
8/26/20,Ireland,162
8/27/20,Ireland,90
8/28/20,Ireland,125
8/29/20,Ireland,142
8/30/20,Ireland,40
8/31/20,Ireland,51
9/1/20,Ireland,214
9/2/20,Ireland,89
9/3/20,Ireland,92
9/4/20,Ireland,97
9/5/20,Ireland,231
9/6/20,Ireland,138
9/7/20,Ireland,102
9/8/20,Ireland,306
9/9/20,Ireland,84
9/10/20,Ireland,196
9/11/20,Ireland,211
9/12/20,Ireland,159
9/13/20,Ireland,255
9/14/20,Ireland,207
9/15/20,Ireland,357
9/16/20,Ireland,250
9/17/20,Ireland,224
9/18/20,Ireland,248
9/19/20,Ireland,267
9/20/20,Ireland,395
9/21/20,Ireland,188
9/22/20,Ireland,323
9/23/20,Ireland,231
9/24/20,Ireland,319
9/25/20,Ireland,321
9/26/20,Ireland,245
9/27/20,Ireland,430
9/28/20,Ireland,387
9/29/20,Ireland,363
9/30/20,Ireland,415
10/1/20,Ireland,442
10/2/20,Ireland,466
10/3/20,Ireland,605
10/4/20,Ireland,364
10/5/20,Ireland,517
10/6/20,Ireland,424
10/7/20,Ireland,611
10/8/20,Ireland,502
10/9/20,Ireland,617
10/10/20,Ireland,1011
10/11/20,Ireland,814
10/12/20,Ireland,823
10/13/20,Ireland,808
10/14/20,Ireland,1084
10/15/20,Ireland,1186
10/16/20,Ireland,998
10/17/20,Ireland,1251
10/18/20,Ireland,1284
10/19/20,Ireland,1031
10/20/20,Ireland,1263
10/21/20,Ireland,1166
10/22/20,Ireland,1054
10/23/20,Ireland,785
10/24/20,Ireland,847
10/25/20,Ireland,1020
10/26/20,Ireland,939
10/27/20,Ireland,700
10/28/20,Ireland,667
10/29/20,Ireland,863
10/30/20,Ireland,762
10/31/20,Ireland,397
11/1/20,Ireland,546
11/2/20,Ireland,748
11/3/20,Ireland,298
11/4/20,Ireland,435
11/5/20,Ireland,563
11/6/20,Ireland,492
11/7/20,Ireland,317
11/8/20,Ireland,539
11/9/20,Ireland,265
11/10/20,Ireland,230
11/11/20,Ireland,358
11/12/20,Ireland,385
11/13/20,Ireland,467
11/14/20,Ireland,427
11/15/20,Ireland,377
11/16/20,Ireland,453
11/17/20,Ireland,330
11/18/20,Ireland,372
11/19/20,Ireland,415
11/20/20,Ireland,329
11/21/20,Ireland,341
11/22/20,Ireland,318
11/23/20,Ireland,250
11/24/20,Ireland,219
11/25/20,Ireland,257
11/26/20,Ireland,307
11/27/20,Ireland,205
11/28/20,Ireland,243
11/29/20,Ireland,299
11/30/20,Ireland,303
12/1/20,Ireland,254
12/2/20,Ireland,268
12/3/20,Ireland,162
12/4/20,Ireland,263
12/5/20,Ireland,457
12/6/20,Ireland,298
12/7/20,Ireland,222
12/8/20,Ireland,214
12/9/20,Ireland,218
12/10/20,Ireland,303
12/11/20,Ireland,304
12/12/20,Ireland,249
12/13/20,Ireland,429
12/14/20,Ireland,264
12/15/20,Ireland,327
12/16/20,Ireland,421
12/17/20,Ireland,481
12/18/20,Ireland,576
12/19/20,Ireland,522
12/20/20,Ireland,766
12/21/20,Ireland,725
12/22/20,Ireland,961
12/23/20,Ireland,927
12/24/20,Ireland,918
12/25/20,Ireland,1025
12/26/20,Ireland,1296
12/27/20,Ireland,735
12/28/20,Ireland,765
12/29/20,Ireland,1545
12/30/20,Ireland,1718
12/31/20,Ireland,1622
1/1/21,Ireland,1753
1/2/21,Ireland,3394
1/3/21,Ireland,4961
1/4/21,Ireland,6110
1/5/21,Ireland,5325
1/6/21,Ireland,7832
1/7/21,Ireland,6503
1/8/21,Ireland,8227
1/9/21,Ireland,4843
1/10/21,Ireland,6886
1/11/21,Ireland,4926
1/12/21,Ireland,3052
1/13/21,Ireland,3553
1/14/21,Ireland,3913
1/15/21,Ireland,3491
1/16/21,Ireland,3232
1/17/21,Ireland,2946
1/18/21,Ireland,2117
1/19/21,Ireland,1996
1/20/21,Ireland,2485
1/21/21,Ireland,2598
1/22/21,Ireland,2357
1/23/21,Ireland,1905
1/24/21,Ireland,1370
1/25/21,Ireland,1369
1/26/21,Ireland,928
1/27/21,Ireland,1331
1/28/21,Ireland,1463
1/29/21,Ireland,1247
1/30/21,Ireland,1411
1/31/21,Ireland,1244
2/1/21,Ireland,1006
2/2/21,Ireland,871
2/3/21,Ireland,1006
2/4/21,Ireland,1314
2/5/21,Ireland,1019
2/6/21,Ireland,785
2/7/21,Ireland,1020
2/8/21,Ireland,829
2/9/21,Ireland,543
2/10/21,Ireland,999
2/11/21,Ireland,862
2/12/21,Ireland,919
2/13/21,Ireland,1076
2/14/21,Ireland,786
2/15/21,Ireland,820
2/16/21,Ireland,711
2/17/21,Ireland,638
2/18/21,Ireland,896
2/19/21,Ireland,753
2/20/21,Ireland,978
2/21/21,Ireland,679
2/22/21,Ireland,686
2/23/21,Ireland,557
2/24/21,Ireland,540
2/25/21,Ireland,638
2/26/21,Ireland,773
2/27/21,Ireland,729
2/28/21,Ireland,612
3/1/21,Ireland,681
3/2/21,Ireland,357
3/3/21,Ireland,559
3/4/21,Ireland,460
3/5/21,Ireland,520
3/6/21,Ireland,530
3/7/21,Ireland,520
3/8/21,Ireland,432
3/9/21,Ireland,306
3/10/21,Ireland,631
3/11/21,Ireland,591
3/12/21,Ireland,641
3/13/21,Ireland,538
3/14/21,Ireland,383
3/15/21,Ireland,575
3/16/21,Ireland,347
3/17/21,Ireland,552
3/18/21,Ireland,581
3/19/21,Ireland,510
3/20/21,Ireland,525
3/21/21,Ireland,768
3/22/21,Ireland,520
3/23/21,Ireland,365
3/24/21,Ireland,680
3/25/21,Ireland,594
3/26/21,Ireland,569
3/27/21,Ireland,610
3/28/21,Ireland,604
3/29/21,Ireland,537
3/30/21,Ireland,366
3/31/21,Ireland,410
4/1/21,Ireland,746
4/2/21,Ireland,587
4/3/21,Ireland,508
4/4/21,Ireland,453
4/5/21,Ireland,318
4/6/21,Ireland,441
4/7/21,Ireland,418
4/8/21,Ireland,398
4/9/21,Ireland,469
4/10/21,Ireland,451
4/11/21,Ireland,302
4/12/21,Ireland,385
4/13/21,Ireland,354
4/14/21,Ireland,421
4/15/21,Ireland,297
4/16/21,Ireland,417
4/17/21,Ireland,419
4/18/21,Ireland,270
4/19/21,Ireland,403
4/20/21,Ireland,386
4/21/21,Ireland,398
4/22/21,Ireland,615
4/23/21,Ireland,433
4/24/21,Ireland,461
4/25/21,Ireland,429
4/26/21,Ireland,436
4/27/21,Ireland,420
4/28/21,Ireland,368
4/29/21,Ireland,469
4/30/21,Ireland,544
5/1/21,Ireland,567
5/2/21,Ireland,401
5/3/21,Ireland,452
5/4/21,Ireland,382
5/5/21,Ireland,415
5/6/21,Ireland,387
5/7/21,Ireland,430
5/8/21,Ireland,399
5/9/21,Ireland,506
5/10/21,Ireland,380
5/11/21,Ireland,378
5/12/21,Ireland,446
5/13/21,Ireland,437
5/14/21,Ireland,420
5/15/21,Ireland,461
5/16/21,Ireland,375
5/17/21,Ireland,379
5/18/21,Ireland,365
5/19/21,Ireland,526
5/20/21,Ireland,470
5/21/21,Ireland,533
5/22/21,Ireland,384
5/23/21,Ireland,447
5/24/21,Ireland,349
5/25/21,Ireland,353
5/26/21,Ireland,445
5/27/21,Ireland,432
5/28/21,Ireland,461
5/29/21,Ireland,456
5/30/21,Ireland,367
5/31/21,Ireland,370
6/1/21,Ireland,337
6/2/21,Ireland,407
6/3/21,Ireland,465
6/4/21,Ireland,517
6/5/21,Ireland,416
6/6/21,Ireland,313
6/7/21,Ireland,377
6/8/21,Ireland,239
6/9/21,Ireland,227
6/10/21,Ireland,398
6/11/21,Ireland,319
6/12/21,Ireland,431
6/13/21,Ireland,315
6/14/21,Ireland,202
6/15/21,Ireland,283
6/16/21,Ireland,287
6/17/21,Ireland,373
6/18/21,Ireland,302
6/19/21,Ireland,393
6/20/21,Ireland,393
6/21/21,Ireland,284
6/22/21,Ireland,174
6/23/21,Ireland,298
6/24/21,Ireland,304
6/25/21,Ireland,380
6/26/21,Ireland,443
6/27/21,Ireland,340
6/28/21,Ireland,329
6/29/21,Ireland,342
6/30/21,Ireland,-23
7/1/21,Ireland,876
7/2/21,Ireland,512
7/3/21,Ireland,448
7/4/21,Ireland,562
7/5/21,Ireland,335
7/6/21,Ireland,397
7/7/21,Ireland,533
7/8/21,Ireland,533
7/9/21,Ireland,631
7/10/21,Ireland,581
7/11/21,Ireland,576
7/12/21,Ireland,572
7/13/21,Ireland,589
7/14/21,Ireland,737
7/15/21,Ireland,994
7/16/21,Ireland,1170
7/17/21,Ireland,1377
7/18/21,Ireland,1179
7/19/21,Ireland,1071
7/20/21,Ireland,1110
7/21/21,Ireland,1260
7/22/21,Ireland,1188
7/23/21,Ireland,1386
7/24/21,Ireland,1345
7/25/21,Ireland,1126
7/26/21,Ireland,1276
7/27/21,Ireland,1114
7/28/21,Ireland,1301
7/29/21,Ireland,1361
7/30/21,Ireland,1501
7/31/21,Ireland,1427
8/1/21,Ireland,1098
8/2/21,Ireland,1352
8/3/21,Ireland,884
8/4/21,Ireland,1217
8/5/21,Ireland,1492
8/6/21,Ireland,1781
8/7/21,Ireland,1828
8/8/21,Ireland,1837
8/9/21,Ireland,1411
8/10/21,Ireland,1509
8/11/21,Ireland,1819
8/12/21,Ireland,1733
8/13/21,Ireland,1978
8/14/21,Ireland,2074
8/15/21,Ireland,1758
8/16/21,Ireland,1441
8/17/21,Ireland,1496
8/18/21,Ireland,1704
8/19/21,Ireland,1818
8/20/21,Ireland,2098
8/21/21,Ireland,2125
8/22/21,Ireland,1688
8/23/21,Ireland,1590
8/24/21,Ireland,1571
8/25/21,Ireland,2051
8/26/21,Ireland,1866
8/27/21,Ireland,1875
8/28/21,Ireland,1997
8/29/21,Ireland,1706
8/30/21,Ireland,1292
8/31/21,Ireland,1382
9/1/21,Ireland,1789
9/2/21,Ireland,-1707
9/3/21,Ireland,1407
9/4/21,Ireland,1703
9/5/21,Ireland,1180
9/6/21,Ireland,1136
9/7/21,Ireland,1465
9/8/21,Ireland,1537
9/9/21,Ireland,1271
9/10/21,Ireland,1619
9/11/21,Ireland,1466
9/12/21,Ireland,1346
9/13/21,Ireland,877
9/14/21,Ireland,1176
9/15/21,Ireland,-1176
9/16/21,Ireland,3765
9/17/21,Ireland,1386
9/18/21,Ireland,1456
9/19/21,Ireland,1224
9/20/21,Ireland,1150
9/21/21,Ireland,1420
9/22/21,Ireland,1429
9/23/21,Ireland,1354
9/24/21,Ireland,1163
9/25/21,Ireland,1335
9/26/21,Ireland,1459
9/27/21,Ireland,1044
9/28/21,Ireland,1497
9/29/21,Ireland,1447
9/30/21,Ireland,1267
10/1/21,Ireland,1057
10/2/21,Ireland,1586
10/3/21,Ireland,1051
10/4/21,Ireland,893
10/5/21,Ireland,1124
10/6/21,Ireland,982
10/7/21,Ireland,1206
10/8/21,Ireland,2002
10/9/21,Ireland,1940
10/10/21,Ireland,1384
10/11/21,Ireland,1357
10/12/21,Ireland,1456
1/22/20,Portugal,0
1/23/20,Portugal,0
1/24/20,Portugal,0
1/25/20,Portugal,0
1/26/20,Portugal,0
1/27/20,Portugal,0
1/28/20,Portugal,0
1/29/20,Portugal,0
1/30/20,Portugal,0
1/31/20,Portugal,0
2/1/20,Portugal,0
2/2/20,Portugal,0
2/3/20,Portugal,0
2/4/20,Portugal,0
2/5/20,Portugal,0
2/6/20,Portugal,0
2/7/20,Portugal,0
2/8/20,Portugal,0
2/9/20,Portugal,0
2/10/20,Portugal,0
2/11/20,Portugal,0
2/12/20,Portugal,0
2/13/20,Portugal,0
2/14/20,Portugal,0
2/15/20,Portugal,0
2/16/20,Portugal,0
2/17/20,Portugal,0
2/18/20,Portugal,0
2/19/20,Portugal,0
2/20/20,Portugal,0
2/21/20,Portugal,0
2/22/20,Portugal,0
2/23/20,Portugal,0
2/24/20,Portugal,0
2/25/20,Portugal,0
2/26/20,Portugal,0
2/27/20,Portugal,0
2/28/20,Portugal,0
2/29/20,Portugal,0
3/1/20,Portugal,0
3/2/20,Portugal,2
3/3/20,Portugal,0
3/4/20,Portugal,3
3/5/20,Portugal,3
3/6/20,Portugal,5
3/7/20,Portugal,7
3/8/20,Portugal,10
3/9/20,Portugal,0
3/10/20,Portugal,11
3/11/20,Portugal,18
3/12/20,Portugal,0
3/13/20,Portugal,53
3/14/20,Portugal,57
3/15/20,Portugal,76
3/16/20,Portugal,86
3/17/20,Portugal,117
3/18/20,Portugal,0
3/19/20,Portugal,337
3/20/20,Portugal,235
3/21/20,Portugal,260
3/22/20,Portugal,320
3/23/20,Portugal,460
3/24/20,Portugal,302
3/25/20,Portugal,633
3/26/20,Portugal,549
3/27/20,Portugal,724
3/28/20,Portugal,902
3/29/20,Portugal,792
3/30/20,Portugal,446
3/31/20,Portugal,1035
4/1/20,Portugal,808
4/2/20,Portugal,783
4/3/20,Portugal,852
4/4/20,Portugal,638
4/5/20,Portugal,754
4/6/20,Portugal,452
4/7/20,Portugal,712
4/8/20,Portugal,699
4/9/20,Portugal,815
4/10/20,Portugal,1516
4/11/20,Portugal,515
4/12/20,Portugal,598
4/13/20,Portugal,349
4/14/20,Portugal,514
4/15/20,Portugal,643
4/16/20,Portugal,750
4/17/20,Portugal,181
4/18/20,Portugal,663
4/19/20,Portugal,521
4/20/20,Portugal,657
4/21/20,Portugal,516
4/22/20,Portugal,603
4/23/20,Portugal,371
4/24/20,Portugal,444
4/25/20,Portugal,595
4/26/20,Portugal,472
4/27/20,Portugal,163
4/28/20,Portugal,295
4/29/20,Portugal,183
4/30/20,Portugal,540
5/1/20,Portugal,306
5/2/20,Portugal,-161
5/3/20,Portugal,92
5/4/20,Portugal,242
5/5/20,Portugal,178
5/6/20,Portugal,480
5/7/20,Portugal,533
5/8/20,Portugal,553
5/9/20,Portugal,138
5/10/20,Portugal,175
5/11/20,Portugal,98
5/12/20,Portugal,234
5/13/20,Portugal,219
5/14/20,Portugal,187
5/15/20,Portugal,264
5/16/20,Portugal,227
5/17/20,Portugal,226
5/18/20,Portugal,173
5/19/20,Portugal,223
5/20/20,Portugal,228
5/21/20,Portugal,252
5/22/20,Portugal,288
5/23/20,Portugal,271
5/24/20,Portugal,152
5/25/20,Portugal,165
5/26/20,Portugal,219
5/27/20,Portugal,285
5/28/20,Portugal,304
5/29/20,Portugal,350
5/30/20,Portugal,257
5/31/20,Portugal,297
6/1/20,Portugal,200
6/2/20,Portugal,195
6/3/20,Portugal,366
6/4/20,Portugal,331
6/5/20,Portugal,377
6/6/20,Portugal,382
6/7/20,Portugal,342
6/8/20,Portugal,192
6/9/20,Portugal,421
6/10/20,Portugal,294
6/11/20,Portugal,310
6/12/20,Portugal,270
6/13/20,Portugal,283
6/14/20,Portugal,227
6/15/20,Portugal,346
6/16/20,Portugal,300
6/17/20,Portugal,336
6/18/20,Portugal,417
6/19/20,Portugal,375
6/20/20,Portugal,377
6/21/20,Portugal,292
6/22/20,Portugal,259
6/23/20,Portugal,345
6/24/20,Portugal,367
6/25/20,Portugal,311
6/26/20,Portugal,451
6/27/20,Portugal,323
6/28/20,Portugal,457
6/29/20,Portugal,266
6/30/20,Portugal,229
7/1/20,Portugal,313
7/2/20,Portugal,328
7/3/20,Portugal,374
7/4/20,Portugal,413
7/5/20,Portugal,328
7/6/20,Portugal,232
7/7/20,Portugal,287
7/8/20,Portugal,443
7/9/20,Portugal,418
7/10/20,Portugal,402
7/11/20,Portugal,542
7/12/20,Portugal,291
7/13/20,Portugal,306
7/14/20,Portugal,233
7/15/20,Portugal,375
7/16/20,Portugal,339
7/17/20,Portugal,312
7/18/20,Portugal,313
7/19/20,Portugal,246
7/20/20,Portugal,135
7/21/20,Portugal,127
7/22/20,Portugal,252
7/23/20,Portugal,229
7/24/20,Portugal,313
7/25/20,Portugal,263
7/26/20,Portugal,209
7/27/20,Portugal,135
7/28/20,Portugal,111
7/29/20,Portugal,203
7/30/20,Portugal,255
7/31/20,Portugal,204
8/1/20,Portugal,238
8/2/20,Portugal,153
8/3/20,Portugal,106
8/4/20,Portugal,112
8/5/20,Portugal,167
8/6/20,Portugal,213
8/7/20,Portugal,290
8/8/20,Portugal,186
8/9/20,Portugal,131
8/10/20,Portugal,157
8/11/20,Portugal,120
8/12/20,Portugal,278
8/13/20,Portugal,325
8/14/20,Portugal,235
8/15/20,Portugal,198
8/16/20,Portugal,121
8/17/20,Portugal,132
8/18/20,Portugal,214
8/19/20,Portugal,253
8/20/20,Portugal,291
8/21/20,Portugal,219
8/22/20,Portugal,241
8/23/20,Portugal,145
8/24/20,Portugal,123
8/25/20,Portugal,192
8/26/20,Portugal,362
8/27/20,Portugal,399
8/28/20,Portugal,401
8/29/20,Portugal,374
8/30/20,Portugal,320
8/31/20,Portugal,244
9/1/20,Portugal,231
9/2/20,Portugal,390
9/3/20,Portugal,418
9/4/20,Portugal,406
9/5/20,Portugal,486
9/6/20,Portugal,315
9/7/20,Portugal,249
9/8/20,Portugal,388
9/9/20,Portugal,646
9/10/20,Portugal,585
9/11/20,Portugal,687
9/12/20,Portugal,497
9/13/20,Portugal,673
9/14/20,Portugal,613
9/15/20,Portugal,425
9/16/20,Portugal,605
9/17/20,Portugal,770
9/18/20,Portugal,780
9/19/20,Portugal,849
9/20/20,Portugal,552
9/21/20,Portugal,623
9/22/20,Portugal,463
9/23/20,Portugal,802
9/24/20,Portugal,691
9/25/20,Portugal,899
9/26/20,Portugal,884
9/27/20,Portugal,665
9/28/20,Portugal,425
9/29/20,Portugal,688
9/30/20,Portugal,825
10/1/20,Portugal,854
10/2/20,Portugal,888
10/3/20,Portugal,963
10/4/20,Portugal,904
10/5/20,Portugal,734
10/6/20,Portugal,427
10/7/20,Portugal,944
10/8/20,Portugal,1278
10/9/20,Portugal,1394
10/10/20,Portugal,1646
10/11/20,Portugal,1090
10/12/20,Portugal,1249
10/13/20,Portugal,1208
10/14/20,Portugal,2072
10/15/20,Portugal,2101
10/16/20,Portugal,2608
10/17/20,Portugal,2153
10/18/20,Portugal,1856
10/19/20,Portugal,1949
10/20/20,Portugal,1876
10/21/20,Portugal,2535
10/22/20,Portugal,3270
10/23/20,Portugal,2899
10/24/20,Portugal,3669
10/25/20,Portugal,2577
10/26/20,Portugal,2447
10/27/20,Portugal,3299
10/28/20,Portugal,3960
10/29/20,Portugal,4224
10/30/20,Portugal,4656
10/31/20,Portugal,4007
